natural_query	sql_query	result	from_to_where	after_froM	after_from
What is the total number of minutes played by the Chicago Bulls at home?	SELECT SUM(min) as total_minutes  FROM game  WHERE team_name_home = 'Chicago Bulls';	559395.0	game	game	game
How many games did the Los Angeles Lakers play away in 1996?	SELECT COUNT(*) as away_games  FROM game  WHERE team_name_away = 'Los Angeles Lakers' AND season_id = '21996';	41.0	game	game	game
What is the lowest number of points scored by the Boston Celtics at home?	SELECT MIN(pts_home) as min_points  FROM game  WHERE team_name_home = 'Boston Celtics';	36.0	game	game	game
What is the largest lead the Phoenix Suns had away?	SELECT MAX(largest_lead_away) as max_lead  FROM other_stats  WHERE team_abbreviation_away = 'PHX';	47.0	other_stats	other_stats	other_stats
How many times were games tied when the Indiana Pacers played away?	SELECT SUM(times_tied) as total_times_tied  FROM other_stats  WHERE team_abbreviation_away = 'IND';	4910.0	other_stats	other_stats	other_stats
How many overtime home games did the Los Angeles Lakers play? (Overtime = 5+ minute periods)	SELECT COUNT(*)  FROM game  WHERE team_name_home = 'Los Angeles Lakers'  AND min > 288; -- 48 regulation minutes * 60 seconds / 10 (min column format)	22.0	game	game	game
How many games did the Milwaukee Bucks play at home during the 2020 season?	SELECT COUNT(*)  FROM game  WHERE team_name_home = 'Milwaukee Bucks'    AND season_id = '22020';	36	game	game	game
What is the highest field goal percentage recorded by the Dallas Mavericks in a home game?	SELECT MAX(fg_pct_home)  FROM game  WHERE team_name_home = 'Dallas Mavericks';	0.652	game	game	game
What is the total number of turnovers committed by the Orlando Magic at home in the 2021 season?	SELECT SUM(tov_home)  FROM game  WHERE team_name_home = 'Orlando Magic'    AND season_id = '22021';	589.0	game	game	game
How many home games did the Boston Celtics win in the 2022 season?	SELECT COUNT(*) AS home_wins FROM game WHERE team_name_home = 'Boston Celtics' AND wl_home = 'W' AND season_id = '22022';	32	game	game	game
What is the highest combined score in a game between the Golden State Warriors and Houston Rockets?	SELECT MAX(pts_home + pts_away) AS highest_combined_score FROM game WHERE (team_name_home = 'Golden State Warriors' AND team_name_away = 'Houston Rockets')    OR (team_name_home = 'Houston Rockets' AND team_name_away = 'Golden State Warriors');	278.0	game	game	game
What is the most three-pointers the Dallas Mavericks have made in a single game?	SELECT MAX(fg3m_home) AS max_three_pointers FROM game WHERE team_name_home = 'Dallas Mavericks';	25.0	game	game	game
What is the largest lead the Miami Heat have had in any game?	SELECT MAX(largest_lead_home) AS largest_lead FROM other_stats WHERE team_abbreviation_home = 'MIA';	46	other_stats	other_stats	other_stats
What is the most total rebounds the Minnesota Timberwolves have recorded in a game?	SELECT MAX(reb_home) AS max_rebounds FROM game WHERE team_name_home = 'Minnesota Timberwolves';	67.0	game	game	game
How many times have the Philadelphia 76ers scored more than 120 points in a game?	SELECT COUNT(*) AS high_scoring_games FROM game WHERE team_name_home = 'Philadelphia 76ers' AND pts_home > 120;	414	game	game	game
What is the most fast break points the Chicago Bulls have scored in a single game?	SELECT MAX(pts_fb_home) AS max_fast_break_points FROM other_stats WHERE team_abbreviation_home = 'CHI';	37	other_stats	other_stats	other_stats
Which team had the highest field goal percentage at home in the 2005 season?	SELECT team_name_home, MAX(fg_pct_home)  FROM game  WHERE season_id = '22005'  GROUP BY team_name_home  ORDER BY MAX(fg_pct_home) DESC  LIMIT 1;	Denver Nuggets|0.64	game	game	game
What is the average number of three-pointers made by the Golden State Warriors at home in the 2018 season?	SELECT AVG(fg3m_home)  FROM game  WHERE team_abbreviation_home = 'GSW'    AND season_id = '22018';	13.1951219512195	game	game	game
Which team had the most total rebounds at home in a single game in the 1999 season?	SELECT team_name_home, MAX(reb_home)  FROM game  WHERE season_id = '21999'  GROUP BY team_name_home  ORDER BY MAX(reb_home) DESC  LIMIT 1;	Miami Heat|66.0	game	game	game
How many times did the Miami Heat score more than 120 points at home in the 2015 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_home = 'MIA'    AND season_id = '22015'    AND pts_home > 120;	3	game	game	game
What is the highest number of assists recorded by the New York Knicks at home in a single game?	SELECT MAX(ast_home)  FROM game  WHERE team_abbreviation_home = 'NYK';	43.0	game	game	game
How many games did the Chicago Bulls play at home in the 1996 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_home = 'CHI'    AND season_id = '21996';	41	game	game	game
How many times did the Boston Celtics win at home during the 2015 season?	SELECT COUNT(*)   FROM game   WHERE team_abbreviation_home = 'BOS'   AND season_id = '22015'   AND wl_home = 'W';	28	game	game	game
Which season had the highest total points scored by the Chicago Bulls at home?	SELECT season_id, SUM(pts_home) AS total_points   FROM game   WHERE team_abbreviation_home = 'CHI'   GROUP BY season_id   ORDER BY total_points DESC   LIMIT 1;	21990|4696.0	game	game	game
How many times did the New York Knicks and Brooklyn Nets play each other in the 2012 season?	SELECT COUNT(*)   FROM game   WHERE (team_abbreviation_home = 'NYK' AND team_abbreviation_away = 'BKN')      OR (team_abbreviation_home = 'BKN' AND team_abbreviation_away = 'NYK')   AND season_id = '22012';	21	game	game	game
Which team had the most rebounds in a single game during the 2020 season?	SELECT team_name_home AS team, MAX(reb_home) AS rebounds   FROM game   WHERE season_id = '22020'   UNION   SELECT team_name_away AS team, MAX(reb_away) AS rebounds   FROM game   WHERE season_id = '22020'   ORDER BY rebounds DESC   LIMIT 1;	New Orleans Pelicans|70.0	game	game	game
How many games did the Chicago Bulls win at home in the 2010 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_home = 'CHI'  AND wl_home = 'W'  AND season_id = '22010';	36	game	game	game
How many points did the Golden State Warriors score in their first home game of the 2015 season?	SELECT pts_home  FROM game  WHERE team_abbreviation_home = 'GSW'  AND season_id = '22015'  ORDER BY game_date ASC  LIMIT 1;	111.0	game	game	game
What is the average number of fast break points the New York Knicks scored per game in the 2018 season?	SELECT AVG(pts_fb_home)  FROM other_stats  WHERE team_abbreviation_home = 'NYK'  AND game_id IN (SELECT game_id FROM game WHERE season_id = '22018');	11.8648648648649	other_stats	other_stats	other_stats
Which team had the most total rebounds in a single home game during the 1997 season?	SELECT team_name_home, reb_home  FROM game  WHERE season_id = '21997'  ORDER BY reb_home DESC  LIMIT 1;	Golden State Warriors|68.0	game	game	game
Find the game where the Brooklyn Nets had the largest lead at home in the 2013 season.	SELECT game_id, largest_lead_home  FROM other_stats  WHERE team_abbreviation_home = 'BKN'  AND game_id IN (SELECT game_id FROM game WHERE season_id = '22013')  ORDER BY largest_lead_home DESC  LIMIT 1;	0021300866|38	other_stats	other_stats	other_stats
How many lead changes were there in games where the Oklahoma City Thunder played at home in the 2009 season?	SELECT SUM(lead_changes)  FROM other_stats  WHERE team_abbreviation_home = 'OKC'  AND game_id IN (SELECT game_id FROM game WHERE season_id = '22009');	191	other_stats	other_stats	other_stats
How many games did the Los Angeles Lakers play at home in the 2017 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_home = 'LAL'  AND season_id = '22017';	41	game	game	game
What is the highest number of rebounds recorded by a home team in a game during the 2005 season?	SELECT MAX(reb_home)  FROM game  WHERE season_id = '22005';	65.0	game	game	game
Find the number of times the Houston Rockets played a game on January 10, 2015.	SELECT COUNT(*)  FROM game  WHERE (team_abbreviation_home = 'HOU' OR team_abbreviation_away = 'HOU')  AND DATE(game_date) = '2015-01-10';	1	game	game	game
Find the average number of assists the Chicago Bulls had per game at home in the 2016 season.	SELECT AVG(ast_home)  FROM game  WHERE team_abbreviation_home = 'CHI'  AND season_id = '22016';	23.7317073170732	game	game	game
How many total games did the Boston Celtics play in the 2015 season?	SELECT COUNT(*)  FROM game  WHERE (team_abbreviation_home = 'BOS' OR team_abbreviation_away = 'BOS')  AND season_id = '22015';	82	game	game	game
Which teams played on Christmas Day in 2021?	SELECT team_abbreviation_home, team_abbreviation_away  FROM game  WHERE DATE(game_date) = '2021-12-25';	PHX|GSW MIL|BOS UTA|DAL NYK|ATL LAL|BKN	game	game	game
What is the highest number of points scored by an away team in a single game during the 2003 season?	SELECT MAX(pts_away)  FROM game  WHERE season_id = '22003';	136	game	game	game
Find the total number of rebounds in all games in the 2018 season.	SELECT SUM(reb_home + reb_away)  FROM game  WHERE season_id = '22018';	111107.0	game	game	game
How many times did the Golden State Warriors win at home in the 2017 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_home = 'GSW'  AND season_id = '22017'  AND pts_home > pts_away;	29	game	game	game
Find the average points per game for the San Antonio Spurs in the 2006 season.	SELECT AVG(points)   FROM (       SELECT pts_home AS points FROM game       WHERE team_abbreviation_home = 'SAS' AND season_id = '22006'       UNION ALL       SELECT pts_away AS points FROM game       WHERE team_abbreviation_away = 'SAS' AND season_id = '22006'   ) AS team_points;	98.5243902439024	(       SELECT pts_home AS points FROM game	game	game
Which game had the largest margin of victory in the 1998 season?	SELECT game_id, team_abbreviation_home, team_abbreviation_away,          ABS(pts_home - pts_away) AS margin   FROM game   WHERE season_id = '21998'   ORDER BY margin DESC   LIMIT 1;	0029800450|CHI|ORL|47.0	game	game	game
How many games ended with a total combined score of exactly 200 points in the 2014 season?	SELECT COUNT(*)  FROM game  WHERE season_id = '22014'  AND (pts_home + pts_away) = 200;	33	game	game	game
Find all games where the Chicago Bulls and New York Knicks played each other in the 2000 season.	SELECT *  FROM game  WHERE season_id = '22000'  AND ((team_abbreviation_home = 'CHI' AND team_abbreviation_away = 'NYK')    OR (team_abbreviation_home = 'NYK' AND team_abbreviation_away = 'CHI'));	22000|1610612741|CHI|Chicago Bulls|0020000229|2000-12-01 00:00:00|CHI vs. NYK|L|240|26.0|70.0|0.371|4.0|13.0|0.308|30.0|39.0|0.769|13.0|25.0|38.0|19.0|4.0|7.0|12.0|27.0|86.0|-5|0|1610612752|NYK|New York Knicks|NYK @ CHI|W|29.0|69.0|0.42|3.0|11.0|0.273|30.0|36.0|0.833|10.0|30.0|40.0|13.0|4.0|3.0|11.0|25.0|91.0|5|0|Regular Season 22000|1610612752|NYK|New York Knicks|0020000422|2000-12-29 00:00:00|NYK vs. CHI|W|240|34.0|70.0|0.486|5.0|11.0|0.455|22.0|29.0|0.759|8.0|35.0|43.0|18.0|8.0|2.0|12.0|20.0|95.0|27|0|1610612741|CHI|Chicago Bulls|CHI @ NYK|L|25.0|71.0|0.352|6.0|16.0|0.375|12.0|16.0|0.75|8.0|26.0|34.0|16.0|9.0|1.0|16.0|21.0|68.0|-27|0|Regular Season 22000|1610612741|CHI|Chicago Bulls|0020000844|2001-03-02 00:00:00|CHI vs. NYK|W|240|31.0|73.0|0.425|4.0|13.0|0.308|15.0|22.0|0.682|7.0|36.0|43.0|27.0|7.0|3.0|13.0|16.0|81.0|9|0|1610612752|NYK|New York Knicks|NYK @ CHI|L|27.0|74.0|0.365|5.0|20.0|0.25|13.0|18.0|0.722|6.0|36.0|42.0|23.0|7.0|3.0|13.0|21.0|72.0|-9|0|Regular Season 22000|1610612752|NYK|New York Knicks|0020000951|2001-03-17 00:00:00|NYK vs. CHI|W|240|41.0|66.0|0.621|3.0|6.0|0.5|16.0|22.0|0.727|7.0|32.0|39.0|24.0|5.0|4.0|20.0|19.0|101.0|21|0|1610612741|CHI|Chicago Bulls|CHI @ NYK|L|31.0|88.0|0.352|4.0|16.0|0.25|14.0|21.0|0.667|18.0|20.0|38.0|17.0|14.0|2.0|11.0|19.0|80.0|-21|0|Regular Season	game	game	game
What was the total number of three-pointers made by both teams in all games during the 2019 season?	SELECT SUM(fg3m_home + fg3m_away)  FROM game  WHERE season_id = '22019';	25862.0	game	game	game
Find the game with the highest total combined score in the 2005 season.	SELECT game_id, team_abbreviation_home, team_abbreviation_away,          (pts_home + pts_away) AS total_score   FROM game   WHERE season_id = '22005'   ORDER BY total_score DESC   LIMIT 1;	0020500589|PHX|SEA|301.0	game	game	game
How many games in the 2008 season had a final score difference of exactly 1 point?	SELECT COUNT(*)  FROM game  WHERE season_id = '22008'  AND ABS(pts_home - pts_away) = 1;	43	game	game	game
Find the average number of assists per game for the Miami Heat in the 2016 season.	SELECT AVG(assists)   FROM (       SELECT ast_home AS assists FROM game       WHERE team_abbreviation_home = 'MIA' AND season_id = '22016'       UNION ALL       SELECT ast_away AS assists FROM game       WHERE team_abbreviation_away = 'MIA' AND season_id = '22016'   ) AS team_assists;	21.2439024390244	(       SELECT ast_home AS assists FROM game	game	game
Which teams played on February 14, 2018?	SELECT team_abbreviation_home, team_abbreviation_away  FROM game  WHERE DATE(game_date) = '2018-02-14';	POR|GSW BOS|LAC UTA|PHX DET|ATL HOU|SAC MEM|OKC CHI|TOR NOP|LAL NYK|WAS PHI|MIA ORL|CHA BKN|IND	game	game	game
List all games where the Houston Rockets and Dallas Mavericks played each other in the 2015 season.	SELECT *  FROM game  WHERE season_id = '22015'  AND ((team_abbreviation_home = 'HOU' AND team_abbreviation_away = 'DAL')    OR (team_abbreviation_home = 'DAL' AND team_abbreviation_away = 'HOU'));	22015|1610612745|HOU|Houston Rockets|0021500140|2015-11-14 00:00:00|HOU vs. DAL|L|240|32.0|84.0|0.381|9.0|34.0|0.265|25.0|32.0|0.781|12.0|31.0|43.0|22.0|9.0|5.0|14.0|23.0|98.0|-12|1|1610612742|DAL|Dallas Mavericks|DAL @ HOU|W|43.0|89.0|0.483|8.0|28.0|0.286|16.0|21.0|0.762|8.0|37.0|45.0|24.0|6.0|7.0|11.0|21.0|110.0|12|1|Regular Season 22015|1610612742|DAL|Dallas Mavericks|0021500287|2015-12-04 00:00:00|DAL vs. HOU|L|240|37.0|81.0|0.457|8.0|29.0|0.276|14.0|20.0|0.7|11.0|31.0|42.0|23.0|8.0|5.0|18.0|17.0|96.0|-4|1|1610612745|HOU|Houston Rockets|HOU @ DAL|W|39.0|84.0|0.464|12.0|26.0|0.462|10.0|18.0|0.556|15.0|30.0|45.0|20.0|12.0|5.0|18.0|22.0|100.0|4|1|Regular Season 22015|1610612745|HOU|Houston Rockets|0021500665|2016-01-24 00:00:00|HOU vs. DAL|W|240|43.0|89.0|0.483|15.0|44.0|0.341|14.0|21.0|0.667|9.0|31.0|40.0|27.0|9.0|7.0|9.0|21.0|115.0|11|1|1610612742|DAL|Dallas Mavericks|DAL @ HOU|L|36.0|79.0|0.456|15.0|30.0|0.5|17.0|22.0|0.773|8.0|28.0|36.0|17.0|4.0|4.0|16.0|20.0|104.0|-11|1|Regular Season 22015|1610612742|DAL|Dallas Mavericks|0021501170|2016-04-06 00:00:00|DAL vs. HOU|W|240|33.0|80.0|0.413|10.0|33.0|0.303|12.0|14.0|0.857|13.0|27.0|40.0|19.0|9.0|4.0|14.0|20.0|88.0|2|1|1610612745|HOU|Houston Rockets|HOU @ DAL|L|34.0|78.0|0.436|6.0|20.0|0.3|12.0|18.0|0.667|12.0|29.0|41.0|19.0|6.0|4.0|16.0|17.0|86.0|-2|1|Regular Season	game	game	game
How many total points were scored in all games during the 2003 season?	SELECT SUM(pts_home + pts_away)  FROM game  WHERE season_id = '22003';	222097.0	game	game	game
Find the team that had the most assists in a single game during the 2017 season.	SELECT team, assists FROM (       SELECT team_abbreviation_home AS team, ast_home AS assists      FROM game WHERE season_id = '22017'       UNION ALL       SELECT team_abbreviation_away AS team, ast_away AS assists      FROM game WHERE season_id = '22017'   ) AS assist_data   ORDER BY assists DESC   LIMIT 1;	GSW|46.0	(       SELECT team_abbreviation_home AS team, ast_home AS assists      FROM game	game	game
List all games played on Christmas Day in the 2010 season.	SELECT game_id, team_abbreviation_home, team_abbreviation_away  FROM game  WHERE DATE(game_date) = '2010-12-25';	0021000435|LAL|MIA 0021000433|NYK|CHI 0021000437|GSW|POR 0021000434|ORL|BOS 0021000436|OKC|DEN	game	game	game
Which game had the largest margin of victory in the 2001 season?	SELECT game_id, team_abbreviation_home, team_abbreviation_away,          ABS(pts_home - pts_away) AS margin   FROM game   WHERE season_id = '22001'   ORDER BY margin DESC   LIMIT 1;	0020100073|MIN|CHI|53.0	game	game	game
Find the average number of three-pointers made per game by the Golden State Warriors in the 2015 season.	SELECT AVG(fg3m)   FROM (       SELECT fg3m_home AS fg3m FROM game       WHERE team_abbreviation_home = 'GSW' AND season_id = '22015'       UNION ALL       SELECT fg3m_away AS fg3m FROM game       WHERE team_abbreviation_away = 'GSW' AND season_id = '22015'   ) AS three_pointers;	13.1341463414634	(       SELECT fg3m_home AS fg3m FROM game	game	game
How many games in the 2018 season had a total combined score of 250 points or more?	SELECT COUNT(*)  FROM game  WHERE season_id = '22018'  AND (pts_home + pts_away) >= 250;	114	game	game	game
Which team had the most rebounds in a single game at home during the 2010 season?	SELECT team_name_home, MAX(reb_home) AS max_rebounds  FROM game  WHERE season_id = '22010'  GROUP BY team_name_home  ORDER BY max_rebounds DESC  LIMIT 1;	Minnesota Timberwolves|66.0	game	game	game
How many games did the Golden State Warriors win at home in the 2018 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_home = 'GSW'  AND season_id = '22018'  AND wl_home = 'W';	30	game	game	game
What is the average number of points scored by the Brooklyn Nets on the road during the 2015 season?	SELECT AVG(pts_away)  FROM game  WHERE team_abbreviation_away = 'BKN'  AND season_id = '22015';	98.3658536585366	game	game	game
What is the total number of turnovers committed by the Boston Celtics in home games during the 1998 season?	SELECT SUM(tov_home)  FROM game  WHERE team_abbreviation_home = 'BOS'  AND season_id = '21998';	415.0	game	game	game
How many times did the Chicago Bulls score at least 120 points in a game during the 1992 season?	SELECT COUNT(*)  FROM game  WHERE (team_abbreviation_home = 'CHI' AND pts_home >= 120 OR         team_abbreviation_away = 'CHI' AND pts_away >= 120)  AND season_id = '21992';	12	game	game	game
How many three-pointers did the Golden State Warriors make in total during the 2016 season?	SELECT SUM(fg3m_home + fg3m_away) AS total_three_pointers  FROM game  WHERE season_id = '22016'  AND (team_name_home = 'Golden State Warriors' OR team_name_away = 'Golden State Warriors');	1719.0	game	game	game
What is the most points the Miami Heat have scored in a single home game?	SELECT pts_home  FROM game  WHERE team_name_home = 'Miami Heat'  ORDER BY pts_home DESC  LIMIT 1;	149.0	game	game	game
How many total rebounds did the Milwaukee Bucks have in away games during the 2013 season?	SELECT SUM(reb_away) AS total_rebounds  FROM game  WHERE season_id = '22013'  AND team_name_away = 'Milwaukee Bucks';	1656.0	game	game	game
Which game had the most combined points in the 1987 season?	SELECT game_id, game_date, team_name_home, team_name_away,         (pts_home + pts_away) AS total_points  FROM game  WHERE season_id = '21987'  ORDER BY total_points DESC  LIMIT 1;	0028700084|1987-11-20 00:00:00|Denver Nuggets|San Antonio Spurs|298.0	game	game	game
What is the highest number of offensive rebounds recorded by the New York Knicks in a single game?	SELECT game_id, game_date, team_name_home, oreb_home AS offensive_rebounds  FROM game  WHERE team_name_home = 'New York Knicks'  UNION ALL SELECT game_id, game_date, team_name_away, oreb_away AS offensive_rebounds  FROM game  WHERE team_name_away = 'New York Knicks'  ORDER BY offensive_rebounds DESC  LIMIT 1;	0020500024|2005-11-04 00:00:00|New York Knicks|29.0	game	game	game
How many total games did the San Antonio Spurs play in the 2015 season?	SELECT COUNT(*) AS total_games  FROM game  WHERE season_id = '22015'  AND (team_name_home = 'San Antonio Spurs' OR team_name_away = 'San Antonio Spurs');	82	game	game	game
How many field goals did the Houston Rockets make in total during the 1995 season?	SELECT SUM(CASE WHEN team_name_home = 'Houston Rockets' THEN fgm_home ELSE 0 END) +        SUM(CASE WHEN team_name_away = 'Houston Rockets' THEN fgm_away ELSE 0 END) AS total_field_goals FROM game  WHERE season_id = '21995';	3078.0	game	game	game
What is the highest-scoring away game for the Miami Heat?	SELECT game_id, game_date, pts_away  FROM game  WHERE team_name_away = 'Miami Heat'  ORDER BY pts_away DESC  LIMIT 1;	0029000615|1991-02-06 00:00:00|134.0	game	game	game
How many games did the Boston Celtics win at home during the 2020 season?	SELECT COUNT(*)  FROM game  WHERE team_name_home = 'Boston Celtics'    AND wl_home = 'W'    AND season_id = '22020';	21	game	game	game
What is the highest number of rebounds recorded by the Chicago Bulls in a home game?	SELECT MAX(reb_home)  FROM game  WHERE team_name_home = 'Chicago Bulls';	71.0	game	game	game
What is the highest number of three-pointers made in a single game by the Houston Rockets at home?	SELECT MAX(fg3m_home)  FROM game  WHERE team_name_home = 'Houston Rockets';	27.0	game	game	game
How many turnovers did the New York Knicks commit at home during the 1998 season?	SELECT SUM(tov_home)  FROM game  WHERE team_name_home = 'New York Knicks'    AND season_id = '21998';	384.0	game	game	game
What is the total number of fast break points scored by the Memphis Grizzlies at home during the 2005 season?	SELECT SUM(pts_fb_home)  FROM other_stats  WHERE game_id IN (      SELECT game_id      FROM game      WHERE team_name_home = 'Memphis Grizzlies'        AND season_id = '22005' );	368	other_stats	other_stats	other_stats
What is the highest number of points the Golden State Warriors have scored in a single game during the 2016 season?	SELECT MAX(pts) AS max_points FROM (     SELECT pts_home AS pts FROM game WHERE team_abbreviation_home = 'GSW' AND season_id = '22016'     UNION ALL     SELECT pts_away AS pts FROM game WHERE team_abbreviation_away = 'GSW' AND season_id = '22016' );	149.0	(     SELECT pts_home AS pts FROM game	game	game
How many total assists did the Miami Heat have in the 1999 season?	SELECT SUM(ast) AS total_assists FROM (     SELECT ast_home AS ast FROM game WHERE team_abbreviation_home = 'MIA' AND season_id = '21999'     UNION ALL     SELECT ast_away AS ast FROM game WHERE team_abbreviation_away = 'MIA' AND season_id = '21999' );	1931.0	(     SELECT ast_home AS ast FROM game	game	game
How many total points did the Chicago Bulls score across all games in the 1988 season?	SELECT SUM(pts) AS total_points FROM (     SELECT pts_home AS pts FROM game WHERE team_abbreviation_home = 'CHI' AND season_id = '21988'     UNION ALL     SELECT pts_away AS pts FROM game WHERE team_abbreviation_away = 'CHI' AND season_id = '21988' );	8726.0	(     SELECT pts_home AS pts FROM game	game	game
What is the most offensive rebounds the Denver Nuggets have had in a single game in the 2011 season?	SELECT MAX(oreb) AS max_offensive_rebounds FROM (     SELECT oreb_home AS oreb FROM game WHERE team_abbreviation_home = 'DEN' AND season_id = '22011'     UNION ALL     SELECT oreb_away AS oreb FROM game WHERE team_abbreviation_away = 'DEN' AND season_id = '22011' );	21.0	(     SELECT oreb_home AS oreb FROM game	game	game
What was the largest lead the Oklahoma City Thunder had in a single game in the 2020 season?	SELECT MAX(largest_lead) AS max_lead FROM (     SELECT largest_lead_home AS largest_lead      FROM other_stats      WHERE team_abbreviation_home = 'OKC'      AND game_id IN (SELECT game_id FROM game WHERE season_id = '22020')     UNION ALL     SELECT largest_lead_away AS largest_lead      FROM other_stats      WHERE team_abbreviation_away = 'OKC'      AND game_id IN (SELECT game_id FROM game WHERE season_id = '22020') );	30	(     SELECT largest_lead_home AS largest_lead      FROM other_stats	other_stats	other_stats
How many total fast break points did the Indiana Pacers have during the 2015 season?	SELECT SUM(pts_fb) AS total_fast_break_points FROM (     SELECT pts_fb_home AS pts_fb      FROM other_stats      WHERE team_abbreviation_home = 'IND'      AND game_id IN (SELECT game_id FROM game WHERE season_id = '22015')     UNION ALL     SELECT pts_fb_away AS pts_fb      FROM other_stats      WHERE team_abbreviation_away = 'IND'      AND game_id IN (SELECT game_id FROM game WHERE season_id = '22015') );	904	(     SELECT pts_fb_home AS pts_fb      FROM other_stats	other_stats	other_stats
How many total lead changes occurred in all Memphis Grizzlies games during the 2018 season?	SELECT SUM(lead_changes) AS total_lead_changes FROM other_stats WHERE game_id IN (     SELECT game_id FROM game      WHERE season_id = '22018'      AND (team_abbreviation_home = 'MEM' OR team_abbreviation_away = 'MEM') );	496	other_stats	other_stats	other_stats
What is the highest number of three-pointers made by the Houston Rockets in a single game during the 2017 season?	SELECT MAX(fg3m) AS max_three_pointers FROM (     SELECT fg3m_home AS fg3m FROM game WHERE team_abbreviation_home = 'HOU' AND season_id = '22017'     UNION ALL     SELECT fg3m_away AS fg3m FROM game WHERE team_abbreviation_away = 'HOU' AND season_id = '22017' );	23.0	(     SELECT fg3m_home AS fg3m FROM game	game	game
How many total rebounds did the Los Angeles Lakers grab in the 1985 season?	SELECT SUM(reb) AS total_rebounds FROM (     SELECT reb_home AS reb FROM game WHERE team_abbreviation_home = 'LAL' AND season_id = '21985'     UNION ALL     SELECT reb_away AS reb FROM game WHERE team_abbreviation_away = 'LAL' AND season_id = '21985' );	3655.0	(     SELECT reb_home AS reb FROM game	game	game
What was the most blocks recorded by the Orlando Magic in a single home game in the 1999 season?	SELECT MAX(blk_home) AS max_blocks FROM game WHERE team_abbreviation_home = 'ORL' AND season_id = '21999';	10.0	game	game	game
What was the highest field goal percentage achieved by the Boston Celtics in a single game in the 2003 season?	SELECT MAX(fg_pct) AS highest_fg_percentage FROM (     SELECT fg_pct_home AS fg_pct FROM game WHERE team_abbreviation_home = 'BOS' AND season_id = '22003'     UNION ALL     SELECT fg_pct_away AS fg_pct FROM game WHERE team_abbreviation_away = 'BOS' AND season_id = '22003' );	0.577	(     SELECT fg_pct_home AS fg_pct FROM game	game	game
How many total lead changes occurred in all New York Knicks games during the 2006 season?	SELECT SUM(lead_changes) AS total_lead_changes FROM other_stats WHERE game_id IN (     SELECT game_id FROM game      WHERE season_id = '22006'      AND (team_abbreviation_home = 'NYK' OR team_abbreviation_away = 'NYK') );	358	other_stats	other_stats	other_stats
What was the highest number of assists recorded by the Miami Heat in a single game during the 2015 season?	SELECT MAX(ast) AS max_assists FROM (     SELECT ast_home AS ast FROM game WHERE team_abbreviation_home = 'MIA' AND season_id = '22015'     UNION ALL     SELECT ast_away AS ast FROM game WHERE team_abbreviation_away = 'MIA' AND season_id = '22015' );	31.0	(     SELECT ast_home AS ast FROM game	game	game
How many total points did the Chicago Bulls score during the 1996 season?	SELECT SUM(pts) AS total_points FROM (     SELECT pts_home AS pts FROM game WHERE team_abbreviation_home = 'CHI' AND season_id = '21996'     UNION ALL     SELECT pts_away AS pts FROM game WHERE team_abbreviation_away = 'CHI' AND season_id = '21996' );	8458.0	(     SELECT pts_home AS pts FROM game	game	game
How many three-pointers did the Golden State Warriors attempt in total during the 2017 season?	SELECT SUM(fg3a) AS total_three_attempts FROM (     SELECT fg3a_home AS fg3a FROM game WHERE team_abbreviation_home = 'GSW' AND season_id = '22017'     UNION ALL     SELECT fg3a_away AS fg3a FROM game WHERE team_abbreviation_away = 'GSW' AND season_id = '22017' );	2369.0	(     SELECT fg3a_home AS fg3a FROM game	game	game
How many total turnovers did the Sacramento Kings commit in the 2001 season?	SELECT SUM(tov) AS total_turnovers FROM (     SELECT tov_home AS tov FROM game WHERE team_abbreviation_home = 'SAC' AND season_id = '22001'     UNION ALL     SELECT tov_away AS tov FROM game WHERE team_abbreviation_away = 'SAC' AND season_id = '22001' );	1128.0	(     SELECT tov_home AS tov FROM game	game	game
What was the lowest-scoring game involving the Indiana Pacers in the 1994 season?	SELECT MIN(total_points) AS lowest_scoring_game FROM (     SELECT (pts_home + pts_away) AS total_points FROM game     WHERE season_id = '21994' AND (team_abbreviation_home = 'IND' OR team_abbreviation_away = 'IND') );	155.0	(     SELECT (pts_home + pts_away) AS total_points FROM game	game	game
What was the highest-scoring game of the 2016 season?	SELECT game_id, (pts_home + pts_away) AS total_points FROM game WHERE season_id = '22016' ORDER BY total_points DESC LIMIT 1;	0021600711|281.0	game	game	game
How many free throws did the Boston Celtics attempt in the 2013 season?	SELECT SUM(fta) AS total_free_throws_attempted FROM (     SELECT fta_home AS fta FROM game WHERE team_abbreviation_home = 'BOS' AND season_id = '22013'     UNION ALL     SELECT fta_away AS fta FROM game WHERE team_abbreviation_away = 'BOS' AND season_id = '22013' );	1706.0	(     SELECT fta_home AS fta FROM game	game	game
